stepCount, stepTime,meanA,varA,meanB,varB,meanC,varC,meanD,varD,reaction
271,0.000153533646645896,52.73,938.3571,51.85,839.0075,48.55,809.3275,53.52,837.1296,1 
272,5.69879012094639E-05,52.72,938.7016,51.86,839.4004,48.55,809.3275,53.52,837.1296,1 
273,8.8468637661678E-05,52.72,938.7016,51.86,839.4004,48.54,809.7484,53.53,837.1691,3 
274,1.46126548043092E-06,52.72,938.7016,51.86,839.4004,48.53,809.4091,53.54,837.9284,3 
275,0.000214882926303557,52.71,938.9259,51.87,838.5731,48.53,809.4091,53.54,837.9284,1 
276,0.000212242036110698,52.71,938.9259,51.87,838.5731,48.52,809.0896,53.55,838.7075,3 
277,1.11445058761278E-05,52.71,938.9259,51.87,838.5731,48.51,809.5499,53.56,839.1664,3 
278,2.96978161510582E-05,52.71,938.9259,51.87,838.5731,48.5,808.77,53.57,840.0651,3 
279,0.000101499241480831,52.71,938.9259,51.87,838.5731,48.49,808.049900000001,53.58,840.6636,3 
280,0.000497346966154441,52.7,938.89,51.88,839.5256,48.49,808.049900000001,53.58,840.6636,1 
281,0.000197587686237711,52.71,938.6859,51.87,839.4131,48.49,808.049900000001,53.58,840.6636,2 
282,1.43059536906136E-05,52.7,937.81,51.88,839.1656,48.49,808.049900000001,53.58,840.6636,1 
283,6.71178466450246E-05,52.69,937.053900000001,51.89,839.277900000001,48.49,808.049900000001,53.58,840.6636,1 
284,0.000917279371773726,52.69,937.053900000001,51.89,839.277900000001,48.48,808.3696,53.59,840.9819,3 
285,2.82423177974715E-05,52.68,936.2176,51.9,840.31,48.48,808.3696,53.59,840.9819,1 
286,0.000657792075983477,52.68,936.2176,51.9,840.31,48.47,807.5491,53.6,840.740000000001,3 
287,0.000155949901416494,52.68,936.2176,51.9,840.31,48.46,807.0084,53.61,841.0979,3 
288,0.000165748712939274,52.67,935.3611,51.91,840.0819,48.46,807.0084,53.61,841.0979,1 
289,1.92700140326105E-05,52.67,935.3611,51.91,840.0819,48.45,806.2075,53.62,841.8956,3 
290,3.77529559752696E-05,52.67,935.3611,51.91,840.0819,48.44,805.4464,53.63,842.8131,3 
291,0.000167771683247561,52.66,934.5844,51.92,840.0336,48.44,805.4464,53.63,842.8131,1 
292,0.00212294155171419,52.66,934.5844,51.92,840.0336,48.43,805.7851,53.64,842.1904,3 
293,0.000308802439112853,52.65,934.5075,51.93,840.6251,48.43,805.7851,53.64,842.1904,1 
294,7.3592975369017E-05,52.64,934.9904,51.94,841.5364,48.43,805.7851,53.64,842.1904,1 
295,3.04405477414388E-05,52.63,934.2331,51.95,841.5075,48.43,805.7851,53.64,842.1904,1 
296,3.1340759942784E-05,52.63,934.2331,51.95,841.5075,48.42,805.1836,53.65,842.8875,3 
297,2.78739009307256E-05,52.62,933.4156,51.96,842.5584,48.42,805.1836,53.65,842.8875,1 
298,0.000334934331044959,52.61,933.3579,51.97,843.0891,48.42,805.1836,53.65,842.8875,1 
299,0.000142441799954894,52.6,932.58,51.98,842.8596,48.42,805.1836,53.65,842.8875,1 
300,0.000106165394525363,52.59,932.4419,51.99,843.1699,48.42,805.1836,53.65,842.8875,1 
301,7.72781120187292E-05,52.58,932.1236,52,843.62,48.42,805.1836,53.65,842.8875,1 
302,2.31004710710493E-05,52.57,931.3651,52.01,843.5099,48.42,805.1836,53.65,842.8875,1 
303,0.000231322257060251,52.56,931.7264,52.02,843.919600000001,48.42,805.1836,53.65,842.8875,1 
304,0.000181194903449933,52.55,931.1875,52.03,844.6691,48.42,805.1836,53.65,842.8875,1 
305,0.00050064245634406,52.55,931.1875,52.03,844.6691,48.41,805.621899999999,53.66,842.5844,3 
306,7.07042055680843E-05,52.54,930.5484,52.04,844.9784,48.41,805.621899999999,53.66,842.5844,1 
307,1.82696113114507E-05,52.54,930.5484,52.04,844.9784,48.4,805.18,53.67,843.4811,3 
308,8.76156518388588E-05,52.54,930.5484,52.04,844.9784,48.41,805.941899999999,53.66,842.6644,4 
309,5.20053240451708E-05,52.54,930.5484,52.04,844.9784,48.4,805.56,53.67,843.4011,3 
310,5.4325743058973E-05,52.53,931.3491,52.05,844.3075,48.4,805.56,53.67,843.4011,1 
311,0.000355072373514295,52.52,931.8496,52.06,845.0964,48.4,805.56,53.67,843.4011,1 
312,7.19326816179535E-05,52.52,931.8496,52.06,845.0964,48.39,804.8979,53.68,843.2576,3 
313,3.44656758258839E-05,52.52,931.8496,52.06,845.0964,48.38,804.775599999999,53.69,843.3939,3 
314,2.40091339739305E-05,52.52,931.8496,52.06,845.0964,48.37,804.0331,53.7,844.329999999999,3 
315,6.26655644662038E-05,52.51,931.409900000001,52.07,845.6051,48.37,804.0331,53.7,844.329999999999,1 
316,0.000184497697167501,52.5,930.67,52.08,845.5936,48.37,804.0331,53.7,844.329999999999,1 
317,2.99733694066904E-05,52.49,929.929900000001,52.09,845.5019,48.37,804.0331,53.7,844.329999999999,1 
318,0.000366871229909439,52.49,929.929900000001,52.09,845.5019,48.36,803.6104,53.71,845.2459,3 
319,5.28975650976935E-05,52.48,929.3296,52.1,846.05,48.36,803.6104,53.71,845.2459,1 
320,5.91822256903421E-05,52.49,930.1499,52.09,845.0019,48.36,803.6104,53.71,845.2459,2 
321,4.61734329100303E-05,52.49,930.1499,52.09,845.0019,48.35,803.2475,53.72,845.2216,3 
322,2.96496151627645E-06,52.49,930.1499,52.09,845.0019,48.34,802.664400000001,53.73,845.9371,3 
323,0.000232465907767092,52.48,929.409600000001,52.1,845.13,48.34,802.664400000001,53.73,845.9371,1 
324,3.08057286861294E-05,52.47,928.609100000001,52.11,845.637899999999,48.34,802.664400000001,53.73,845.9371,1 
325,2.64810654444016E-05,52.46,927.8884,52.12,845.5456,48.34,802.664400000001,53.73,845.9371,1 
326,0.000244210731096009,52.46,927.8884,52.12,845.5456,48.33,801.8411,53.74,845.7124,3 
327,5.50381323347497E-05,52.46,927.8884,52.12,845.5456,48.32,801.1176,53.75,846.6675,3 
328,1.75127226168522E-05,52.46,927.8884,52.12,845.5456,48.31,800.6539,53.76,847.4824,3 
329,0.000156782259640141,52.46,927.8884,52.12,845.5456,48.3,799.789999999999,53.77,847.4971,3 
330,1.09684101520408E-05,52.45,927.9475,52.13,846.3131,48.3,799.789999999999,53.77,847.4971,1 
331,0.000129425735709352,52.44,927.3264,52.14,846.5404,48.3,799.789999999999,53.77,847.4971,1 
332,1.4574471395245E-05,52.43,926.5251,52.15,847.3675,48.3,799.789999999999,53.77,847.4971,1 
333,0.00011564139913556,52.43,926.5251,52.15,847.3675,48.29,799.0859,53.78,848.1116,3 
334,0.000393687162405745,52.43,926.5251,52.15,847.3675,48.28,799.0016,53.79,848.1659,3 
335,0.000133434281651074,52.42,925.8036,52.16,847.2944,48.28,799.0016,53.79,848.1659,1 
336,0.000135982649620033,52.42,925.8036,52.16,847.2944,48.27,799.1971,53.8,849,3 
337,0.000161982896081948,52.42,925.8036,52.16,847.2944,48.26,798.6924,53.81,849.2539,3 
338,9.96260074612325E-05,52.41,925.6019,52.17,848.2611,48.26,798.6924,53.81,849.2539,1 
339,0.000643147352083746,52.4,925.82,52.18,848.7476,48.26,798.6924,53.81,849.2539,1 
340,0.000301835165699823,52.4,925.82,52.18,848.7476,48.25,798.5875,53.82,849.4076,3 
341,0.000271846230317392,52.39,925.1179,52.19,848.6739,48.25,798.5875,53.82,849.4076,1 
342,0.00017523280818188,52.38,924.3356,52.2,849.2,48.25,798.5875,53.82,849.4076,1 
343,9.62842145153969E-05,52.38,924.3356,52.2,849.2,48.24,799.2424,53.83,850.1611,3 
344,9.82756771632006E-06,52.38,924.3356,52.2,849.2,48.23,798.8771,53.84,850.9144,3 
345,8.29148409470895E-05,52.38,924.3356,52.2,849.2,48.22,798.4316,53.85,851.7475,3 
346,7.01693630547766E-05,52.38,924.3356,52.2,849.2,48.21,797.7659,53.86,851.000399999999,3 
347,0.000552494965590238,52.37,925.1531,52.21,848.5459,48.21,797.7659,53.86,851.000399999999,1 
348,9.66808851724684E-05,52.36,924.3704,52.22,849.3916,48.21,797.7659,53.86,851.000399999999,1 
349,0.000301344708135129,52.35,924.7475,52.23,850.3371,48.21,797.7659,53.86,851.000399999999,1 
350,0.000137344232229861,52.35,924.7475,52.23,850.3371,48.2,797.42,53.87,850.9931,3 
351,3.42657685762972E-05,52.34,924.1244,52.24,850.6624,48.2,797.42,53.87,850.9931,1 
352,5.90626671134358E-05,52.33,923.8211,52.25,851.1275,48.2,797.42,53.87,850.9931,1 
353,0.000117163812070808,52.32,923.2376,52.26,851.6924,48.2,797.42,53.87,850.9931,1 
354,1.81396477283245E-05,52.32,923.2376,52.26,851.6924,48.19,796.6939,53.88,850.345600000001,3 
355,0.000129006532426845,52.31,922.8139,52.27,852.2171,48.19,796.6939,53.88,850.345600000001,1 
356,4.13186776166656E-05,52.31,922.8139,52.27,852.2171,48.18,795.7476,53.89,850.1579,3 
357,2.7125582532693E-05,52.31,922.8139,52.27,852.2171,48.17,795.0611,53.9,850.790000000001,3 
358,3.21736237621869E-05,52.3,922.03,52.28,851.7416,48.17,795.0611,53.9,850.790000000001,1 
359,0.000152152605330484,52.3,922.03,52.28,851.7416,48.16,794.4144,53.91,850.6619,3 
360,4.00819757379944E-05,52.3,922.03,52.28,851.7416,48.15,793.9275,53.92,851.2136,3 
361,1.85809913027102E-06,52.3,922.03,52.28,851.7416,48.14,793.1604,53.93,852.0251,3 
362,6.65867302774535E-08,52.29,921.4459,52.29,851.765899999999,48.14,793.1604,53.93,852.0251,1 
363,0.000203292711895018,52.28,920.8816,52.3,851.809999999999,48.14,793.1604,53.93,852.0251,1 
364,0.000100634881326376,52.27,920.8371,52.31,851.5339,48.14,793.1604,53.93,852.0251,1 
365,0.000163545588856422,52.26,920.4324,52.32,852.0176,48.14,793.1604,53.93,852.0251,1 
366,0.000133628151727896,52.26,920.4324,52.32,852.0176,48.13,792.4531,53.94,852.9964,3 
367,0.000402110077275923,52.25,921.0875,52.33,852.5811,48.13,792.4531,53.94,852.9964,1 
368,5.7276631630862E-05,52.25,921.0875,52.33,852.5811,48.12,791.5056,53.95,853.2275,3 
369,0.000108664148071942,52.25,921.0875,52.33,852.5811,48.11,790.7179,53.96,854.0384,3 
370,0.000321753225830003,52.25,921.0875,52.33,852.5811,48.1,790.51,53.97,853.6291,3 
371,2.8987768976261E-05,52.25,921.0875,52.33,852.5811,48.09,789.8419,53.98,854.2796,3 
372,0.000100636852477664,52.25,921.0875,52.33,852.5811,48.08,789.5136,53.99,854.5699,3 
373,0.000234642400938648,52.24,920.2624,52.34,853.6244,48.08,789.5136,53.99,854.5699,1 
374,0.000100825436380631,52.24,920.2624,52.34,853.6244,48.07,788.9851,54,854.94,3 
375,0.000135585845462704,52.23,919.5571,52.35,853.6875,48.07,788.9851,54,854.94,1 
376,3.3304905186096E-05,52.22,919.2716,52.36,854.1704,48.07,788.9851,54,854.94,1 
377,0.000348535060684253,52.21,919.1859,52.37,853.8331,48.07,788.9851,54,854.94,1 
378,0.000157927779403789,52.2,918.34,52.38,853.6156,48.07,788.9851,54,854.94,1 
379,0.00027293414182525,52.21,917.4659,52.37,852.7331,48.07,788.9851,54,854.94,2 
380,0.000385100916214824,52.2,916.7,52.38,852.5156,48.07,788.9851,54,854.94,1 
381,0.000168457517953886,52.2,916.7,52.38,852.5156,48.06,788.3364,54.01,855.6099,3 
382,0.000223607706009806,52.2,916.7,52.38,852.5156,48.05,787.9075,54.02,856.4596,3 
383,3.7350482544714E-05,52.19,915.9339,52.39,852.477900000001,48.05,787.9075,54.02,856.4596,1 
384,5.01247406154103E-05,52.18,915.6876,52.4,852.16,48.05,787.9075,54.02,856.4596,1 
385,0.000206278041018248,52.18,915.6876,52.4,852.16,48.04,786.978400000001,54.03,856.7091,3 
386,3.44216333935511E-05,52.17,915.8811,52.41,852.2619,48.04,786.978400000001,54.03,856.7091,1 
387,0.000168477934342277,52.16,916.3744,52.42,853.1836,48.04,786.978400000001,54.03,856.7091,1 
388,0.000139115630243751,52.16,916.3744,52.42,853.1836,48.03,786.7491,54.04,856.3984,3 
389,3.21675142683841E-05,52.15,916.1875,52.43,854.1651,48.03,786.7491,54.04,856.3984,1 
390,2.22501604078033E-06,52.15,916.1875,52.43,854.1651,48.02,786.3596,54.05,856.9875,3 
391,1.658828920761E-05,52.15,916.1875,52.43,854.1651,48.01,786.0499,54.06,857.7764,3 
392,6.26684193741976E-05,52.15,916.1875,52.43,854.1651,48,785.68,54.07,858.3851,3 
393,0.00152173881502584,52.15,916.1875,52.43,854.1651,47.99,785.3899,54.08,858.0336,3 
394,0.000103226347307349,52.14,915.4204,52.44,855.0264,47.99,785.3899,54.08,858.0336,1 
395,0.000263609739768551,52.13,915.5331,52.45,854.4275,47.99,785.3899,54.08,858.0336,1 
396,0.000208159967803282,52.12,914.9456,52.46,854.1284,47.99,785.3899,54.08,858.0336,1 
397,0.000594335572779495,52.11,914.6779,52.47,854.6291,47.99,785.3899,54.08,858.0336,1 
398,3.85790312321909E-06,52.11,914.6779,52.47,854.6291,47.98,785.0996,54.09,858.8419,3 
399,0.000117426452910271,52.1,914.070000000001,52.48,854.8696,47.98,785.0996,54.09,858.8419,1 
400,0.00048630371646173,52.1,914.070000000001,52.48,854.8696,47.97,784.4491,54.1,858.47,3 
401,6.95211672763222E-05,52.1,914.070000000001,52.48,854.8696,47.96,784.1784,54.11,859.2979,3 
402,4.87757503816104E-05,52.09,913.5419,52.49,855.6299,47.96,784.1784,54.11,859.2979,1 
403,0.000353527413342191,52.08,912.7936,52.5,855.61,47.96,784.1784,54.11,859.2979,1 
404,5.91539321441982E-06,52.07,912.0851,52.51,855.5499,47.96,784.1784,54.11,859.2979,1 
405,3.25139916350977E-05,52.07,912.0851,52.51,855.5499,47.95,784.3875,54.12,860.145599999999,3 
406,0.000347589325336491,52.07,912.0851,52.51,855.5499,47.94,784.8564,54.13,859.9731,3 
407,5.97774783046845E-05,52.06,911.9164,52.52,856.5496,47.94,784.8564,54.13,859.9731,1 
408,4.03090549979826E-05,52.05,911.2275,52.53,856.5091,47.94,784.8564,54.13,859.9731,1 
409,4.27976146350217E-05,52.04,910.6584,52.54,857.0884,47.94,784.8564,54.13,859.9731,1 
410,0.000103220557015373,52.03,910.6291,52.55,856.8275,47.94,784.8564,54.13,859.9731,1 
411,0.000172195016571422,52.03,910.6291,52.55,856.8275,47.93,784.0251,54.14,860.120400000001,3 
412,9.63787812449233E-05,52.02,910.1596,52.56,857.7464,47.93,784.0251,54.14,860.120400000001,1 
413,3.62201759219937E-05,52.01,909.4299,52.57,857.7451,47.93,784.0251,54.14,860.120400000001,1 
414,0.000135771206256138,52,909.26,52.58,857.9036,47.93,784.0251,54.14,860.120400000001,1 
415,0.000127184384380233,51.99,909.3699,52.59,858.7019,47.93,784.0251,54.14,860.120400000001,1 
416,0.000107346497903124,51.98,910.2796,52.6,858.76,47.93,784.0251,54.14,860.120400000001,1 
417,0.000437515044755168,51.97,911.0691,52.61,858.2779,47.93,784.0251,54.14,860.120400000001,1 
418,0.000139704941996875,51.96,910.6584,52.62,858.8156,47.93,784.0251,54.14,860.120400000001,1 
419,4.98238637173079E-05,51.96,910.6584,52.62,858.8156,47.92,783.2536,54.15,860.9475,3 
420,0.00112787192054132,51.96,910.6584,52.62,858.8156,47.91,784.1619,54.16,861.3944,3 
421,2.97156633138518E-05,51.95,909.8875,52.63,858.3531,47.91,784.1619,54.16,861.3944,1 
422,3.29847192942193E-05,51.95,909.8875,52.63,858.3531,47.9,783.51,54.17,861.6811,3 
423,3.16967690731784E-05,51.95,909.8875,52.63,858.3531,47.89,783.0179,54.18,861.9476,3 
424,0.000336878351417431,51.95,909.8875,52.63,858.3531,47.88,783.2456,54.19,862.8139,3 
425,0.00022732987113399,51.94,910.4164,52.64,858.0904,47.88,783.2456,54.19,862.8139,1 
426,0.000537846507422514,51.94,910.4164,52.64,858.0904,47.87,782.7331,54.2,863.199999999999,3 
427,8.16932983355536E-05,51.94,910.4164,52.64,858.0904,47.86,782.0404,54.21,864.1859,3 
428,5.36556628077939E-05,51.94,910.4164,52.64,858.0904,47.85,782.4075,54.22,863.7116,3 
429,0.000229067040732136,51.93,910.7851,52.65,858.507500000001,47.85,782.4075,54.22,863.7116,1 
430,0.000798186850279499,51.92,910.1136,52.66,858.4844,47.85,782.4075,54.22,863.7116,1 
431,2.05171002398248E-05,51.91,909.3419,52.67,859.0211,47.85,782.4075,54.22,863.7116,1 
432,0.000166583847222922,51.91,909.3419,52.67,859.0211,47.84,781.7744,54.23,863.5971,3 
433,3.46396453924389E-05,51.9,908.79,52.68,859.6176,47.84,781.7744,54.23,863.5971,1 
434,1.99701785382262E-05,51.89,908.5579,52.69,860.1139,47.84,781.7744,54.23,863.5971,1 
435,6.39547053811748E-05,51.88,907.8456,52.7,860.129999999999,47.84,781.7744,54.23,863.5971,1 
436,0.000678174685314837,51.88,907.8456,52.7,860.129999999999,47.83,782.3011,54.24,863.5024,3 
437,0.000465590527908584,51.87,907.0931,52.71,859.6859,47.83,782.3011,54.24,863.5024,1 
438,1.91179809525752E-05,51.87,907.0931,52.71,859.6859,47.82,782.0476,54.25,864.3475,3 
439,2.47961001281248E-05,51.86,906.9404,52.72,860.7016,47.82,782.0476,54.25,864.3475,1 
440,4.04656359763371E-05,51.86,906.9404,52.72,860.7016,47.81,782.3539,54.26,864.8524,3 
441,0.000234902319048374,51.86,906.9404,52.72,860.7016,47.8,781.88,54.27,865.1371,3 
442,5.94638032260178E-05,51.86,906.9404,52.72,860.7016,47.79,781.2459,54.28,865.4416,3 
443,2.11645859416957E-05,51.85,906.1875,52.73,861.2571,47.79,781.2459,54.28,865.4416,1 
444,0.000383750321374444,51.84,905.9744,52.74,861.7724,47.79,781.2459,54.28,865.4416,1 
445,5.48924114643606E-05,51.83,905.5811,52.75,862.2675,47.79,781.2459,54.28,865.4416,1 
446,0.000117471016378371,51.82,904.8476,52.76,862.4024,47.79,781.2459,54.28,865.4416,1 
447,2.86673003937708E-06,51.81,904.713900000001,52.77,862.7171,47.79,781.2459,54.28,865.4416,1 
448,6.3985091357931E-05,51.8,904.34,52.78,863.0516,47.79,781.2459,54.28,865.4416,1 
449,1.12450413101927E-05,51.79,904.2259,52.79,863.3859,47.79,781.2459,54.28,865.4416,1 
450,0.000122058201106579,51.78,903.4716,52.8,864.259999999999,47.79,781.2459,54.28,865.4416,1 
451,0.000327218528537193,51.77,902.7771,52.81,864.3339,47.79,781.2459,54.28,865.4416,1 
452,5.9399758823221E-05,51.76,903.242400000001,52.82,865.0276,47.79,781.2459,54.28,865.4416,1 
453,0.000182717305361933,51.75,903.2075,52.83,865.2011,47.79,781.2459,54.28,865.4416,1 
454,0.000663645478972053,51.74,902.6724,52.84,865.8144,47.79,781.2459,54.28,865.4416,1 
455,8.79937397406078E-05,51.74,902.6724,52.84,865.8144,47.78,780.5716,54.29,865.1259,3 
456,1.92597386342511E-05,51.74,902.6724,52.84,865.8144,47.77,779.9971,54.3,865.849999999999,3 
457,1.62509800656477E-05,51.74,902.6724,52.84,865.8144,47.76,779.2424,54.31,866.6939,3 
458,2.30369149829475E-05,51.73,902.117100000001,52.85,865.1675,47.76,779.2424,54.31,866.6939,1 
459,7.14613387883015E-05,51.73,902.117100000001,52.85,865.1675,47.75,778.4275,54.32,866.4776,3 
460,2.23431334522095E-05,51.72,901.6016,52.86,865.9404,47.75,778.4275,54.32,866.4776,1 
461,4.28713167964851E-05,51.71,901.5259,52.87,866.5331,47.75,778.4275,54.32,866.4776,1 
462,2.44006622292669E-05,51.7,901.989999999999,52.88,865.9856,47.75,778.4275,54.32,866.4776,1 
463,7.78614363088594E-05,51.7,901.989999999999,52.88,865.9856,47.74,777.6924,54.33,867.3411,3 
464,6.66460409306342E-05,51.69,901.3939,52.89,866.2379,47.74,777.6924,54.33,867.3411,1 
465,8.23734004994201E-06,51.69,901.3939,52.89,866.2379,47.73,777.2371,54.34,867.4444,3 
466,5.97253505728124E-06,51.69,901.3939,52.89,866.2379,47.72,776.6816,54.35,868.187500000001,3 
467,6.55236621167894E-05,51.69,901.3939,52.89,866.2379,47.71,776.4659,54.36,867.8904,3 
468,2.22361176076304E-05,51.68,900.9376,52.9,867.17,47.71,776.4659,54.36,867.8904,1 
469,1.89122065482563E-05,51.67,900.3811,52.91,867.2219,47.71,776.4659,54.36,867.8904,1 
470,0.000730297556339619,51.67,900.3811,52.91,867.2219,47.7,776.99,54.37,868.1931,3 
471,5.08360188113635E-05,51.67,900.3811,52.91,867.2219,47.69,776.6739,54.38,868.3156,3 
472,0.000594336883660983,51.67,900.3811,52.91,867.2219,47.68,776.6376,54.39,867.8179,3 
473,3.43493259558262E-05,51.67,900.3811,52.91,867.2219,47.69,777.1939,54.38,867.0756,4 
474,3.90490634149089E-05,51.67,900.3811,52.91,867.2219,47.68,777.0376,54.39,867.9579,3 
475,0.000196231022092064,51.66,899.5444,52.92,867.0136,47.68,777.0376,54.39,867.9579,1 
476,0.000231075435286518,51.65,899.0475,52.93,867.8051,47.68,777.0376,54.39,867.9579,1 
477,0.000241232185912886,51.64,898.6904,52.94,868.1964,47.68,777.0376,54.39,867.9579,1 
478,2.44129135018881E-05,51.64,898.6904,52.94,868.1964,47.67,776.3611,54.4,868.96,3 
479,8.57306213222139E-05,51.64,898.6904,52.94,868.1964,47.66,775.7444,54.41,869.2819,3 
480,4.08592022890666E-05,51.63,898.3131,52.95,868.7075,47.66,775.7444,54.41,869.2819,1 
481,0.0011523520704868,51.63,898.3131,52.95,868.7075,47.65,776.287500000001,54.42,869.823600000001,3 
482,8.0652028031285E-05,51.63,898.3131,52.95,868.7075,47.64,776.6104,54.43,870.3451,3 
483,1.97733327154747E-05,51.63,898.3131,52.95,868.7075,47.63,775.8531,54.44,871.1664,3 
484,0.000264473117870804,51.63,898.3131,52.95,868.7075,47.62,775.0756,54.45,871.8275,3 
485,5.57353010942239E-07,51.62,897.8756,52.96,869.6584,47.62,775.0756,54.45,871.8275,1 
486,0.000231720099115288,51.61,897.4579,52.97,870.6291,47.62,775.0756,54.45,871.8275,1 
487,2.30683187411082E-05,51.6,897.96,52.98,871.5596,47.62,775.0756,54.45,871.8275,1 
488,3.35026128868307E-05,51.6,897.96,52.98,871.5596,47.61,774.8379,54.46,872.6884,3 
489,0.000161552008957829,51.59,897.6019,52.99,871.9099,47.61,774.8379,54.46,872.6884,1 
490,4.7054883754274E-05,51.58,896.9036,53,871.84,47.61,774.8379,54.46,872.6884,1 
491,8.82574076520359E-05,51.57,897.0251,53.01,872.6499,47.61,774.8379,54.46,872.6884,1 
492,0.0002049890814984,51.56,896.9664,53.02,873.1796,47.61,774.8379,54.46,872.6884,1 
493,0.000483107657702239,51.55,896.9075,53.03,873.7891,47.61,774.8379,54.46,872.6884,1 
494,6.41516192830341E-06,51.54,896.1884,53.04,874.2384,47.61,774.8379,54.46,872.6884,1 
495,0.000303485948039057,51.54,896.1884,53.04,874.2384,47.6,774.18,54.47,873.7091,3 
496,6.53242586385712E-05,51.53,895.4491,53.05,874.8075,47.6,774.18,54.47,873.7091,1 
497,0.000101614497784085,51.52,894.9096,53.06,874.8764,47.6,774.18,54.47,873.7091,1 
498,0.000943449128168901,51.51,895.4899,53.07,874.7651,47.6,774.18,54.47,873.7091,1 
499,0.000239963266901323,51.51,895.4899,53.07,874.7651,47.59,773.3219,54.48,873.7296,3 
500,3.03930317937209E-05,51.5,894.79,53.08,875.2336,47.59,773.3219,54.48,873.7296,1 
501,2.93930527824415E-05,51.49,894.0899,53.09,875.2619,47.59,773.3219,54.48,873.7296,1 
502,0.000478227543617793,51.48,894.6096,53.1,876.21,47.59,773.3219,54.48,873.7296,1 
503,1.20013874780838E-05,51.47,894.2091,53.11,876.7579,47.59,773.3219,54.48,873.7296,1 
